,contract_id,year,firm,bid,winning_bid,inflation_adjusted_bid,inflation_raw_milk_price_adjusted_bid,is_cartel_firm,only_cartels_bidding_on_contract,number_of_bidders_on_contract
3738,87_045377,1987,H.MEYER,0.14400000000000002,0,0.10386805789296533,0.03376805789296533,1,0,4
3739,87_045377,1987,BORDEN,0.151,0,0.10891719959609558,0.03881719959609559,0,0,4
3740,87_045377,1987,LOUISTRAUTH,0.1509,0,0.1088450690003366,0.0387450690003366,1,0,4
3741,87_045377,1987,SMITH,0.1403,1,0.1011992258498822,0.0310992258498822,0,0,4
3742,88_045377,1988,H.MEYER,0.1475,0,0.10356897116644824,0.03696897116644822,1,0,3
3743,88_045377,1988,LOUISTRAUTH,0.1534,0,0.10771173001310616,0.04111173001310616,1,0,3
3744,88_045377,1988,SMITH,0.1364,1,0.09577496723460026,0.02917496723460025,0,0,3
3745,89_045377,1989,LOUISTRAUTH,0.1325,1,0.08936191974822974,0.018561919748229738,1,1,2
3746,89_045377,1989,H.MEYER,0.14,0,0.09442014162077106,0.023620141620771057,1,1,2
3747,90_045377,1990,H.MEYER,0.163,1,0.10610844471445928,0.026408444714459287,1,1,2
3748,90_045377,1990,LOUISTRAUTH,0.165,0,0.10741038882138516,0.027710388821385167,1,1,2
3749,80_049171,1980,HILLSIDE,0.1195,1,0.1195,0.047699999999999985,0,0,1
3750,81_049171,1981,HILLSIDE,0.11599999999999999,1,0.10533389830508473,0.02843389830508473,0,0,1
3751,85_049171,1985,HILLSIDE,0.131,1,0.09898906911142454,0.02818906911142453,0,0,1
3752,86_049171,1986,HILLSIDE,0.1324,1,0.0978053085143054,0.02780530851430539,0,0,1
3753,87_049171,1987,HILLSIDE,0.1324,1,0.09550090878492087,0.02540090878492089,0,0,1
3754,88_049171,1988,HILLSIDE,0.1356,1,0.0952132372214941,0.028613237221494087,0,0,1
3755,89_049171,1989,REITER,0.1502,1,0.10129932336742722,0.030499323367427226,0,0,1
3756,80_045427,1980,BROOKFIELDDAIRY,0.11900000000000001,1,0.11900000000000001,0.047199999999999985,0,0,3
3757,80_045427,1980,BORDEN,0.1363,0,0.1363,0.0645,0,0,3
3758,80_045427,1980,SUPERIOR,0.1203,0,0.1203,0.0485,0,0,3
3759,81_045427,1981,BORDEN,0.127,0,0.11532245762711862,0.03842245762711863,0,0,3
3760,81_045427,1981,BROOKFIELDDAIRY,0.134,0,0.12167881355932203,0.04477881355932202,0,0,3
3761,81_045427,1981,SUPERIOR,0.1249,1,0.1134155508474576,0.03651555084745761,0,0,3
3762,82_045427,1982,BORDEN,0.138,0,0.11698338607594935,0.04098338607594937,0,0,3
3763,82_045427,1982,BROOKFIELDDAIRY,0.133,0,0.1127448575949367,0.0367448575949367,0,0,3
3764,82_045427,1982,SUPERIOR,0.129,1,0.10935403481012657,0.03335403481012657,0,0,3
3765,83_045427,1983,BORDEN,0.1383,0,0.11203058023058024,0.035630580230580244,0,0,3
3766,83_045427,1983,BROOKFIELDDAIRY,0.1373,0,0.11122052542052543,0.03482052542052544,0,0,3
3767,83_045427,1983,SUPERIOR,0.133,1,0.10773728973728976,0.03133728973728976,0,0,3
3768,84_045427,1984,BORDEN,0.1291,1,0.10097127737226276,0.02687127737226277,0,0,3
3769,84_045427,1984,BROOKFIELDDAIRY,0.1327,0,0.103786897810219,0.029686897810218993,0,0,3
3770,84_045427,1984,SUPERIOR,0.1332,0,0.10417795620437957,0.030077956204379582,0,0,3
3771,85_045427,1985,SUPERIOR,0.1314,1,0.0992913258110014,0.02849132581100139,0,0,3
3772,85_045427,1985,BORDEN,0.1394,0,0.10533645980253878,0.034536459802538784,0,0,3
3773,85_045427,1985,DEAN,0.1319,0,0.09966914668547247,0.028869146685472483,0,0,3
3774,86_045427,1986,SUPERIOR,0.1288,1,0.09514594967252672,0.025145949672526702,0,0,3
3775,86_045427,1986,BORDEN,0.1433,0,0.1058572561185798,0.0358572561185798,0,0,3
3776,86_045427,1986,DEAN,0.13,0,0.09603240261978628,0.026032402619786274,0,0,3
3777,87_045427,1987,SUPERIOR,0.1353,0,0.097592696061932,0.02749269606193201,0,0,3
3778,87_045427,1987,BORDEN,0.1377,0,0.09932383036014808,0.02922383036014808,0,0,3
3779,87_045427,1987,DEAN,0.128,1,0.09232716257152472,0.02222716257152474,0,0,3
3780,88_045427,1988,DEAN,0.1336,1,0.0938089121887287,0.027208912188728687,0,0,2
3781,88_045427,1988,BORDEN,0.13699999999999998,0,0.09619626474442987,0.029596264744429883,0,0,2
3782,89_045427,1989,DEAN,0.1319,0,0.08895726199842642,0.018157261998426436,0,0,2
3783,89_045427,1989,BORDEN,0.1316,1,0.08875493312352478,0.01795493312352478,0,0,2
3784,90_045427,1990,DEAN,0.1439,1,0.09367487849331713,0.013974878493317132,0,0,3
3785,90_045427,1990,BORDEN,0.155,0,0.10090066828675576,0.021200668286755764,0,0,3
3786,80_045823,1980,SMITH,0.1231,0,0.1231,0.0513,0,0,2
3787,80_045823,1980,BABCOCKDAIRY,0.1181,1,0.1181,0.0463,0,0,2
3788,81_045823,1981,SMITH,0.1266,1,0.11495923728813555,0.03805923728813557,0,0,1
3789,82_045823,1982,SMITH,0.1247,1,0.10570890031645568,0.029708900316455688,0,0,1
3790,83_045823,1983,SMITH,0.1315,1,0.10652220752220752,0.03012220752220754,0,0,1
3791,84_045823,1984,SMITH,0.131,1,0.102457299270073,0.028357299270073005,0,0,1
3792,85_045823,1985,SMITH,0.13,1,0.09823342736248236,0.02743342736248236,0,0,1
3793,86_045823,1986,SMITH,0.129,1,0.0952936918304033,0.02529369183040329,0,0,1
3794,87_045823,1987,SMITH,0.1343,1,0.09687139010434197,0.026771390104341968,0,0,1
3795,88_045823,1988,SMITH,0.1354,1,0.09507280471821757,0.028472804718217545,0,0,1
3796,89_045823,1989,SMITH,0.1414,1,0.09536434303697876,0.02456434303697876,0,0,1
3797,87_045864,1987,DEAN,0.1306,1,0.09420255806125882,0.024102558061258827,0,0,1
3798,88_045864,1988,DEAN,0.1404,1,0.09858361730013106,0.03198361730013105,0,0,1
3799,89_045864,1989,DEAN,0.1404,1,0.09468991345397323,0.023889913453973247,0,0,1
3800,90_045864,1990,DAIRYMENS,0.1514,0,0.09855716889428916,0.018857168894289175,0,0,3
3801,90_045864,1990,DEAN,0.1495,1,0.09732032199270957,0.01762032199270959,0,0,3
3802,90_045864,1990,SUPERIOR,0.1525,0,0.0992732381530984,0.019573238153098416,0,0,3
3803,80_045294,1980,BORDEN,0.13,1,0.13,0.0582,0,0,3
3804,80_045294,1980,FLAVORICH,0.16,0,0.16,0.0882,0,0,3
3805,80_045294,1980,VALLEYBELL,0.16,0,0.16,0.0882,0,0,3
3806,81_045294,1981,FLAVORICH,0.12,1,0.10896610169491523,0.032066101694915236,0,0,3
3807,81_045294,1981,BORDEN,0.125,0,0.11350635593220335,0.036606355932203384,0,0,3
3808,81_045294,1981,VALLEYBELL,0.1375,0,0.12485699152542372,0.047956991525423716,0,0,3
3809,82_045294,1982,FLAVORICH,0.125,1,0.10596321202531643,0.02996321202531645,0,0,3
3810,82_045294,1982,BORDEN,0.135,0,0.11444026898734175,0.038440268987341764,0,0,3
3811,82_045294,1982,VALLEYBELL,0.135,0,0.11444026898734175,0.038440268987341764,0,0,3
3812,83_045294,1983,FLAVORICH,0.13,1,0.10530712530712533,0.028907125307125317,0,0,3
3813,83_045294,1983,BORDEN,0.1327,0,0.10749427329427333,0.03109427329427332,0,0,3
3814,83_045294,1983,VALLEYBELL,0.14,0,0.11340767340767342,0.037007673407673435,0,0,3
3815,84_045294,1984,FLAVORICH,0.125,1,0.097764598540146,0.02366459854014599,0,0,1
3816,85_045294,1985,FLAVORICH,0.125,1,0.09445521861777152,0.023655218617771503,0,0,3
3817,85_045294,1985,JOHNSONSDAIRY,0.134,0,0.10125599435825106,0.03045599435825105,0,0,3
3818,85_045294,1985,VALLEYBELL,0.14,0,0.1057898448519041,0.034989844851904095,0,0,3
3819,86_045294,1986,FLAVORICH,0.127,1,0.09381627025163736,0.02381627025163735,0,0,2
3820,86_045294,1986,JOHNSON'SDAIRY,0.135,0,0.09972595656670112,0.029725956566701132,0,0,2
3821,87_045294,1987,FLAVORICH,0.127,0,0.0916058566139347,0.0215058566139347,0,0,3
3822,87_045294,1987,JOHNSON'SDAIRY,0.126,1,0.09088455065634468,0.020784550656344672,0,0,3
3823,87_045294,1987,VALLEYBELL,0.14,0,0.1009828340626052,0.0308828340626052,0,0,3
3824,88_045294,1988,JOHNSON'SDAIRY,0.1395,1,0.09795167103538664,0.031351671035386636,0,0,3
3825,88_045294,1988,FLAVORICH,0.15,0,0.10532437745740496,0.038724377457404965,0,0,3
3826,88_045294,1988,VALLEYBELL,0.1425,0,0.10005815858453472,0.03345815858453472,0,0,3
3827,89_045294,1989,JOHNSON'SDAIRY,0.142,1,0.09576900078678204,0.024969000786782047,0,0,2
3828,89_045294,1989,VALLEYBELL,0.1475,0,0.09947836349331236,0.02867836349331235,0,0,2
3829,90_045294,1990,JOHNSON'SDAIRY,0.1519,0,0.09888265492102064,0.019182654921020656,0,0,3
3830,90_045294,1990,MODERNFOODS,0.1475,1,0.0960183778857837,0.016318377885783702,0,0,3
3831,90_045294,1990,VALLEYBELL,0.1557,0,0.10135634872417984,0.021656348724179837,0,0,3
3832,83_046433,1983,SUPERIOR,0.133,1,0.10773728973728976,0.03133728973728976,0,0,1
3833,84_046433,1984,SUPERIOR,0.1306,1,0.10214445255474452,0.02804445255474453,0,0,1
3834,85_046433,1985,SUPERIOR,0.1314,1,0.0992913258110014,0.02849132581100139,0,0,1
3835,86_046433,1986,SUPERIOR,0.1314,1,0.09706659772492243,0.027066597724922425,0,0,1
3836,87_046433,1987,SUPERIOR,0.1353,1,0.097592696061932,0.02749269606193201,0,0,1
3837,88_046433,1988,BORDEN,0.13699999999999998,1,0.09619626474442987,0.029596264744429883,0,0,1
3838,89_046433,1989,DEAN,0.1319,1,0.08895726199842642,0.018157261998426436,0,0,2
3839,89_046433,1989,BORDEN,0.1416,0,0.09549922895357986,0.024699228953579858,0,0,2
3840,90_046433,1990,DEAN,0.1501,1,0.09771090522478736,0.018010905224787363,0,0,4
3841,90_046433,1990,BORDEN,0.161,0,0.1048065006075334,0.025106500607533416,0,0,4
3842,90_046433,1990,REITER,0.159,0,0.10350455650060753,0.02380455650060753,0,0,4
3843,90_046433,1990,SMITH,0.1588,0,0.10337436208991492,0.02367436208991494,0,0,4
3844,82_048207,1982,DRIGGSDAIRY,0.1185,1,0.10045312499999998,0.024453124999999982,0,0,2
3845,82_048207,1982,MEADOWGOLD,0.121,0,0.10257238924050632,0.026572389240506308,0,0,2
3846,80_046011,1980,UNITEDDAIRY,0.135,1,0.135,0.0632,0,0,2
3847,80_046011,1980,GARVINSJERSEYF,0.136,0,0.136,0.06420000000000001,0,0,2
3848,82_046011,1982,UNITEDDAIRY,0.13699999999999998,1,0.11613568037974685,0.04013568037974684,0,0,2
3849,82_046011,1982,LAKELAND,0.1401,0,0.11876356803797465,0.04276356803797467,0,0,2
3850,86_046011,1986,UNITEDDAIRY,0.124,1,0.09160013788348843,0.02160013788348844,0,0,2
3851,86_046011,1986,LAKELAND,0.1395,0,0.10305015511892453,0.033050155118924514,0,0,2
3852,87_046011,1987,UNITEDDAIRY,0.129,1,0.09304846852911478,0.022948468529114783,0,0,2
3853,87_046011,1987,LAKELAND,0.14,0,0.1009828340626052,0.0308828340626052,0,0,2
3854,88_046011,1988,UNITEDDAIRY,0.129,1,0.09057896461336827,0.02397896461336828,0,0,2
3855,88_046011,1988,LAKELAND,0.154,0,0.10813302752293576,0.041533027522935764,0,0,2
3856,89_046011,1989,UNITEDDAIRY,0.139,0,0.09374571203776556,0.022945712037765548,0,0,3
3857,89_046011,1989,LAKELAND,0.15,0,0.10116443745082612,0.030364437450826117,0,0,3
3858,89_046011,1989,TOWN&COUNTRY,0.134,1,0.090373564122738,0.019573564122738,0,0,3
3859,90_046011,1990,UNITEDDAIRY,0.147,1,0.09569289185905223,0.01599289185905224,0,0,1
3860,80_046631,1980,KENDALL,0.1297,1,0.1297,0.057900000000000014,0,0,1
3861,81_046631,1981,KENDALL,0.11800000000000001,1,0.10714999999999998,0.030249999999999982,0,0,1
3862,82_046631,1982,KENDALL,0.1442,1,0.12223916139240505,0.04623916139240504,0,0,1
3863,83_046631,1983,KENDALL,0.13,1,0.10530712530712533,0.028907125307125317,0,0,1
3864,84_046631,1984,KENDALL,0.1221,1,0.0954964598540146,0.021396459854014616,0,0,1
3865,85_046631,1985,KENDALL,0.1281,1,0.09679770803949224,0.025997708039492223,0,0,1
3866,86_046631,1986,KENDALL,0.1331,1,0.09832240606687348,0.028322406066873473,0,0,1
3867,87_046631,1987,KENDALL,0.1268,1,0.09146159542241668,0.021361595422416696,0,0,1
3868,88_046631,1988,KENDALL,0.1239,1,0.08699793577981653,0.02039793577981651,0,0,1
3869,89_046631,1989,KENDALL,0.1386,1,0.09347594020456332,0.02267594020456333,0,0,1
3870,80_050369,1980,ALLENDAIRY,0.1215,1,0.1215,0.0497,0,0,5
3871,80_050369,1980,ALFREDPLEW,0.13,0,0.13,0.0582,0,0,5
3872,80_050369,1980,JOHNHERMAN,0.135,0,0.135,0.0632,0,0,5
3873,80_050369,1980,OAKFARMS,0.128,0,0.128,0.0562,0,0,5
3874,81_050369,1981,BEATRICE,0.1254,0,0.11386957627118645,0.03696957627118644,0,0,4
3875,81_050369,1981,ALLENDAIRY,0.11,1,0.09988559322033896,0.022985593220338968,0,0,4
3876,81_050369,1981,MEADOWGOLD,0.126,0,0.114414406779661,0.037514406779661,0,0,4
3877,81_050369,1981,OAKFARMS,0.11199999999999999,0,0.10170169491525424,0.024801694915254236,0,0,4
3878,82_050369,1982,ALLENDAIRY,0.1135,1,0.09621459651898734,0.02021459651898734,0,0,4
3879,82_050369,1982,BEATRICE,0.1258,0,0.10664137658227846,0.030641376582278463,0,0,4
3880,82_050369,1982,PURESEALEDDAIR,0.1375,0,0.1165595332278481,0.040559533227848096,0,0,4
3881,82_050369,1982,SMITH,0.1209,0,0.10248761867088606,0.02648761867088606,0,0,4
3882,83_050369,1983,BEATRICE,0.1256,0,0.10174288414288414,0.025342884142884145,0,0,2
3883,83_050369,1983,ALLENDAIRY,0.1135,1,0.09194122094122097,0.015541220941220957,0,0,2
3884,84_050369,1984,ALLENDAIRY,0.1135,0,0.08877025547445258,0.01467025547445257,0,0,2
3885,84_050369,1984,BEATRICE,0.1125,1,0.0879881386861314,0.013888138686131396,0,0,2
3886,85_050369,1985,ALLENDAIRY,0.129,1,0.0974777856135402,0.026677785613540183,0,0,1
3887,86_050369,1986,ALLENDAIRY,0.1275,0,0.09418562564632883,0.02418562564632884,0,0,3
3888,86_050369,1986,ARPSDAIRY,0.12300000000000001,1,0.09086142709410548,0.020861427094105475,0,0,3
3889,86_050369,1986,BEATRICE,0.132,0,0.09750982419855224,0.02750982419855222,0,0,3
3890,87_050369,1987,ALLENDAIRY,0.129,1,0.09304846852911478,0.022948468529114783,0,0,4
3891,87_050369,1987,ARPSDAIRY,0.141,0,0.1017041400201952,0.03160414002019521,0,0,4
3892,87_050369,1987,MEADOWGOLD,0.1375,0,0.09917956916863008,0.029079569168630092,0,0,4
3893,87_050369,1987,PURESEALEDDAIR,0.145,0,0.10458936385055537,0.034489363850555364,0,0,4
3894,88_050369,1988,ALLENDAIRY,0.1285,1,0.09022788335517694,0.02362788335517693,0,0,1
3895,89_050369,1989,ALLENDAIRY,0.133,1,0.0896991345397325,0.01889913453973249,0,0,1
3896,90_050369,1990,ALLENDAIRY,0.154,1,0.1002496962332928,0.020549696233292825,0,0,1
3897,80_046706,1980,SHAWNHOFFMAN,0.11800000000000001,1,0.11800000000000001,0.046199999999999984,0,0,2
3898,80_046706,1980,ARPSDAIRY,0.11900000000000001,0,0.11900000000000001,0.047199999999999985,0,0,2
3899,81_046706,1981,DEFIANCEDAIRY,0.127,0,0.11532245762711862,0.03842245762711863,0,0,3
3900,81_046706,1981,ARPSDAIRY,0.128,0,0.11623050847457625,0.03933050847457625,0,0,3
3901,81_046706,1981,MEADOWGOLD,0.121,1,0.10987415254237286,0.03297415254237286,0,0,3
3902,82_046706,1982,DEFIANCEDAIRY,0.127,0,0.1076586234177215,0.031658623417721514,0,0,2
3903,82_046706,1982,MEADOWGOLD,0.114,1,0.0966384493670886,0.0206384493670886,0,0,2
3904,83_046706,1983,DEFIANCEDAIRY,0.127,0,0.10287696087696087,0.026476960876960887,0,0,3
3905,83_046706,1983,ARPSDAIRY,0.128,0,0.1036870156870157,0.027287015687015703,0,0,3
3906,83_046706,1983,MEADOWGOLD,0.12,1,0.09720657720657723,0.02080657720657722,0,0,3
3907,84_046706,1984,DEFIANCEDAIRY,0.125,0,0.097764598540146,0.02366459854014599,0,0,3
3908,84_046706,1984,ARPSDAIRY,0.127,0,0.09932883211678832,0.02522883211678834,0,0,3
3909,84_046706,1984,MEADOWGOLD,0.122,1,0.09541824817518248,0.02131824817518249,0,0,3
3910,85_046706,1985,DEFIANCEDAIRY,0.125,0,0.09445521861777152,0.023655218617771503,0,0,4
3911,85_046706,1985,ALLENDAIRY,0.132,0,0.09974471086036672,0.028944710860366707,0,0,4
3912,85_046706,1985,ARPSDAIRY,0.128,0,0.09672214386459804,0.025922143864598027,0,0,4
3913,85_046706,1985,MEADOWGOLD,0.121,1,0.0914326516220028,0.02063265162200281,0,0,4
3914,86_046706,1986,DEFIANCEDAIRY,0.12300000000000001,0,0.09086142709410548,0.020861427094105475,0,0,4
3915,86_046706,1986,ALLENDAIRY,0.133,0,0.0982485349879352,0.02824853498793518,0,0,4
3916,86_046706,1986,ARPSDAIRY,0.124,0,0.09160013788348843,0.02160013788348844,0,0,4
3917,86_046706,1986,MEADOWGOLD,0.1193,1,0.08812819717338849,0.018128197173388483,0,0,4
3918,87_046706,1987,DEFIANCEDAIRY,0.126,0,0.09088455065634468,0.020784550656344672,0,0,3
3919,87_046706,1987,ARPSDAIRY,0.128,0,0.09232716257152472,0.02222716257152474,0,0,3
3920,87_046706,1987,MEADOWGOLD,0.1226,1,0.08843211040053854,0.018332110400538545,0,0,3
3921,88_046706,1988,DEFIANCEDAIRY,0.127,1,0.08917463958060289,0.022574639580602882,0,0,3
3922,88_046706,1988,ARPSDAIRY,0.138,0,0.0968984272608126,0.030298427260812583,0,0,3
3923,88_046706,1988,MEADOWGOLD,0.129,0,0.09057896461336827,0.02397896461336828,0,0,3
3924,89_046706,1989,DEFIANCEDAIRY,0.146,1,0.09846671911880407,0.027666719118804084,0,0,2
3925,89_046706,1989,ARPSDAIRY,0.14800000000000002,0,0.0998155782848151,0.029015578284815106,0,0,2
3926,90_046706,1990,DEFIANCEDAIRY,0.157,1,0.10220261239368164,0.022502612393681648,0,0,2
3927,90_046706,1990,ARPSDAIRY,0.162,0,0.10545747266099634,0.025757472660996344,0,0,2
3928,83_044438,1983,MEADOWGOLD,0.1292,0,0.10465908145908147,0.028259081459081486,0,0,3
3929,83_044438,1983,ARPSDAIRY,0.131,0,0.10611718011718012,0.029717180117180136,0,0,3
3930,83_044438,1983,BABCOCKDAIRY,0.12,1,0.09720657720657723,0.02080657720657722,0,0,3
3931,84_044438,1984,MEADOWGOLD,0.1293,1,0.10112770072992702,0.027027700729927023,0,0,3
3932,84_044438,1984,ALLENDAIRY,0.13,0,0.10167518248175184,0.02757518248175184,0,0,3
3933,84_044438,1984,ARPSDAIRY,0.131,0,0.102457299270073,0.028357299270073005,0,0,3
3934,85_044438,1985,ARPSDAIRY,0.135,0,0.10201163610719324,0.031211636107193224,0,0,3
3935,85_044438,1985,ALLENDAIRY,0.142,0,0.10730112834978843,0.03650112834978842,0,0,3
3936,85_044438,1985,MEADOWGOLD,0.1346,1,0.10170937940761636,0.03090937940761636,0,0,3
3937,86_044438,1986,ARPSDAIRY,0.133,0,0.0982485349879352,0.02824853498793518,0,0,3
3938,86_044438,1986,ALLENDAIRY,0.14300000000000002,0,0.1056356428817649,0.035635642881764885,0,0,3
3939,86_044438,1986,MEADOWGOLD,0.125,1,0.0923388486728714,0.02233884867287141,0,0,3
3940,87_044438,1987,ARPSDAIRY,0.136,0,0.09809761023224504,0.02799761023224505,0,0,3
3941,87_044438,1987,ALLENDAIRY,0.145,0,0.10458936385055537,0.034489363850555364,0,0,3
3942,87_044438,1987,MEADOWGOLD,0.1332,1,0.09607795355099294,0.025977953550992944,0,0,3
3943,88_044438,1988,ARPSDAIRY,0.136,0,0.0954941022280472,0.02889410222804718,0,0,3
3944,88_044438,1988,ALLENDAIRY,0.14400000000000002,0,0.10111140235910876,0.03451140235910877,0,0,3
3945,88_044438,1988,MEADOWGOLD,0.129,1,0.09057896461336827,0.02397896461336828,0,0,3
3946,89_044438,1989,ARPSDAIRY,0.146,1,0.09846671911880407,0.027666719118804084,0,0,3
3947,89_044438,1989,ALLENDAIRY,0.155,0,0.10453658536585364,0.03373658536585365,0,0,3
3948,89_044438,1989,MEADOWGOLD,0.147,0,0.0991411487018096,0.028341148701809593,0,0,3
3949,90_044438,1990,ARPSDAIRY,0.157,0,0.10220261239368164,0.022502612393681648,0,0,2
3950,90_044438,1990,ALLENDAIRY,0.153,1,0.09959872417982987,0.01989872417982988,0,0,2
3951,81_045187,1981,MEADOWGOLD,0.1164,1,0.10569711864406778,0.028797118644067782,0,0,3
3952,81_045187,1981,OAKFARMS,0.1279,0,0.1161397033898305,0.0392397033898305,0,0,3
3953,81_045187,1981,ROYALCREST,0.14,0,0.12712711864406778,0.05022711864406778,0,0,3
3954,82_045187,1982,MEADOWGOLD,0.12,0,0.10172468354430378,0.02572468354430378,0,0,4
3955,82_045187,1982,OAKFARMS,0.1239,0,0.10503073575949363,0.02903073575949365,0,0,4
3956,82_045187,1982,ROYALCREST,0.145,0,0.12291732594936708,0.04691732594936707,0,0,4
3957,82_045187,1982,SMITH,0.1159,1,0.0982490901898734,0.022249090189873408,0,0,4
3958,83_045187,1983,MEADOWGOLD,0.1277,1,0.10344399924399926,0.02704399924399926,0,0,3
3959,83_045187,1983,REITER,0.1371,0,0.11105851445851447,0.034658514458514485,0,0,3
3960,83_045187,1983,ROYALCREST,0.145,0,0.11745794745794745,0.04105794745794747,0,0,3
3961,84_045187,1984,MEADOWGOLD,0.1293,1,0.10112770072992702,0.027027700729927023,0,0,1
3962,85_045187,1985,MEADOWGOLD,0.1346,1,0.10170937940761636,0.03090937940761636,0,0,1
3963,86_045187,1986,MEADOWGOLD,0.125,1,0.0923388486728714,0.02233884867287141,0,0,1
3964,87_045187,1987,MEADOWGOLD,0.1332,1,0.09607795355099294,0.025977953550992944,0,0,1
3965,88_045187,1988,MEADOWGOLD,0.129,1,0.09057896461336827,0.02397896461336828,0,0,1
3966,89_045187,1989,MEADOWGOLD,0.147,1,0.0991411487018096,0.028341148701809593,0,0,1
3967,90_045187,1990,SMITH,0.1549,0,0.10083557108140948,0.021135571081409482,0,0,3
3968,90_045187,1990,BORDEN,0.1543,1,0.1004449878493317,0.02074498784933171,0,0,3
3969,90_045187,1990,REITER,0.1593,0,0.1036998481166464,0.0239998481166464,0,0,3
3970,80_045757,1980,MEADOWGOLD,0.1205,1,0.1205,0.048699999999999986,0,0,2
3971,80_045757,1980,BABCOCKDAIRY,0.1305,0,0.1305,0.0587,0,0,2
3972,81_045757,1981,MEADOWGOLD,0.126,0,0.114414406779661,0.037514406779661,0,0,4
3973,81_045757,1981,BABCOCKDAIRY,0.115,1,0.1044258474576271,0.02752584745762711,0,0,4
3974,81_045757,1981,OAKFARMS,0.1357,0,0.12322249999999994,0.046322499999999975,0,0,4
3975,81_045757,1981,SMITH,0.121,0,0.10987415254237286,0.03297415254237286,0,0,4
3976,82_045757,1982,SMITH,0.1139,1,0.09655367879746836,0.020553678797468347,0,0,3
3977,82_045757,1982,BABCOCKDAIRY,0.115,0,0.09748615506329113,0.021486155063291133,0,0,3
3978,82_045757,1982,MEADOWGOLD,0.126,0,0.10681091772151896,0.030810917721518977,0,0,3
3979,83_045757,1983,MEADOWGOLD,0.1277,1,0.10344399924399926,0.02704399924399926,0,0,1
3980,84_045757,1984,MEADOWGOLD,0.1293,1,0.10112770072992702,0.027027700729927023,0,0,2
3981,84_045757,1984,HEFNERDAIRY,0.135,0,0.10558576642335768,0.03148576642335768,0,0,2
3982,85_045757,1985,MEADOWGOLD,0.1346,1,0.10170937940761636,0.03090937940761636,0,0,2
3983,85_045757,1985,REITER,0.1436,0,0.10851015514809592,0.03771015514809591,0,0,2
3984,86_045757,1986,MEADOWGOLD,0.133,1,0.0982485349879352,0.02824853498793518,0,0,2
3985,86_045757,1986,ALLENDAIRY,0.16,0,0.11819372630127542,0.04819372630127541,0,0,2
3986,87_045757,1987,MEADOWGOLD,0.14400000000000002,1,0.10386805789296533,0.03376805789296533,0,0,1
3987,88_045757,1988,MEADOWGOLD,0.1395,1,0.09795167103538664,0.031351671035386636,0,0,2
3988,88_045757,1988,ALLENDAIRY,0.15,0,0.10532437745740496,0.038724377457404965,0,0,2
3989,89_045757,1989,MEADOWGOLD,0.147,1,0.0991411487018096,0.028341148701809593,0,0,3
3990,89_045757,1989,ALLENDAIRY,0.16,0,0.1079087332808812,0.0371087332808812,0,0,3
3991,89_045757,1989,HEFNERDAIRY,0.153,0,0.10318772619984264,0.032387726199842634,0,0,3
3992,90_045757,1990,BORDEN,0.1566,1,0.10194222357229646,0.022242223572296462,0,0,3
3993,90_045757,1990,ALLENDAIRY,0.17,0,0.11066524908869987,0.03096524908869988,0,0,3
3994,90_045757,1990,HEFNERDAIRY,0.17800000000000002,0,0.11587302551640337,0.03617302551640339,0,0,3
3995,85_043570,1985,UNITEDDAIRY,0.151,1,0.11410190409026798,0.043301904090267976,0,0,2
3996,85_043570,1985,TOWN&COUNTRY,0.153,0,0.11561318758815232,0.044813187588152316,0,0,2
3997,87_043570,1987,UNITEDDAIRY,0.146,1,0.1053106698081454,0.0352106698081454,0,0,1
3998,88_043570,1988,UNITEDDAIRY,0.146,1,0.10251572739187416,0.035915727391874167,0,0,1
3999,80_048272,1980,MEADOWMAC,0.145,1,0.145,0.07319999999999999,0,0,1
4000,81_048272,1981,HOWARDSDISTRIBU,0.14800000000000002,1,0.1343915254237288,0.05749152542372879,0,0,1
4001,82_048272,1982,HOWARDSDISTRIBU,0.14800000000000002,1,0.12546044303797466,0.049460443037974665,0,0,1
4002,83_048272,1983,HOWARDSDISTRIBU,0.1302,1,0.10546913626913627,0.02906913626913629,0,0,2
4003,83_048272,1983,ROYALCREST,0.14,0,0.11340767340767342,0.037007673407673435,0,0,2
4004,84_048272,1984,HOWARDSDISTRIBU,0.139,1,0.10871423357664237,0.03461423357664235,0,0,1
4005,85_048272,1985,HOWARDSDISTRIBU,0.1425,0,0.10767894922425952,0.036878949224259515,0,0,2
4006,85_048272,1985,GARVERDAIRY,0.14,1,0.1057898448519041,0.034989844851904095,0,0,2
4007,86_048272,1986,LOUISTRAUTH,0.1345,1,0.09935660117200966,0.02935660117200965,1,0,3
4008,86_048272,1986,GARVERDAIRY,0.14,0,0.103419510513616,0.033419510513616,0,0,3
4009,86_048272,1986,HOWARDSDISTRIBU,0.1521,0,0.11235791106514996,0.04235791106514994,0,0,3
4010,87_048272,1987,LOUISTRAUTH,0.1345,1,0.09701565129585997,0.026915651295859988,1,0,3
4011,87_048272,1987,BORDEN,0.136,0,0.09809761023224504,0.02799761023224505,0,0,3
4012,87_048272,1987,GARVERDAIRY,0.1425,0,0.10278609895658028,0.03268609895658027,0,0,3
4013,88_048272,1988,GARVERDAIRY,0.127,1,0.08917463958060289,0.022574639580602882,0,0,2
4014,88_048272,1988,LOUISTRAUTH,0.1345,0,0.09444085845347314,0.02784085845347313,1,0,2
